lat	lon
-5.84759827	-36.53852267
-6.46961919	-36.80706874
-6.79786577	-36.52709930
-6.78781367	-37.32510866
-7.14477999	-37.21921497
-6.45355168	-36.72765946
-6.54430760	-36.17349659
-6.17401459	-37.70273301
-6.98741901	-36.88637789
-6.52078227	-37.22292990
-6.23161040	-36.96858384
-5.98126620	-37.24550995
-5.86853754	-37.35507444
-7.19920437	-36.81897331
-6.49529302	-37.59002321
-6.70416987	-36.13777368
-7.08711781	-36.77383437
-5.46677549	-36.91911751
-6.51821203	-37.14679948
-5.91779595	-37.62363444
-6.96670880	-36.55547744
-6.71969034	-37.16384904
-5.85059618	-36.17886920
-6.64915961	-37.08812036
-6.42792404	-37.40318174
-6.39443202	-36.85161200
-6.52651308	-36.06686852
-7.04175909	-36.62550713
-6.66175394	-36.58190283
-6.52980932	-36.53499096
-5.66579406	-36.62955410
-5.66377167	-37.40589371
-5.84578423	-36.22309974
-6.39713872	-36.88529987
-6.39916636	-37.17449811
-6.67628904	-37.32346476
-5.88004520	-37.50211231
-7.05727751	-37.33737006
-6.29810142	-36.01823602
-5.65724526	-36.55780706
-5.63568484	-37.04980277
-5.76836623	-36.48872978
-6.19413507	-37.29464869
-5.64093029	-37.03096275
-6.58325104	-37.73831445
-6.65628170	-36.11430385
-5.96233768	-37.48523263
-6.68565933	-36.85665596
-6.71157305	-36.44657324
-6.90160010	-36.25338373
-5.50904114	-36.54288260
-6.18605356	-37.40031728
-5.76412843	-36.77863079
-5.78181159	-37.12909425
-6.10345600	-36.93968778
-6.02165663	-36.20429781
-5.91828266	-36.42230179
-5.60378220	-37.23186949
-6.04176460	-36.92251527
-6.44869604	-36.64733498
-6.00142218	-36.41791175
-7.02148373	-36.64485682
-6.01352505	-36.20651222
-6.96629319	-36.50233191
-5.88115098	-36.48777578
-5.85575678	-37.66649463
-6.18734902	-37.60110945
-6.61472456	-37.64876519
-5.83817182	-36.29758185
-6.59927723	-36.36145073
-6.57553999	-36.41093557
-6.98571651	-36.55596286
-7.10661404	-36.67132788
-6.86413233	-36.67881149
-6.50092088	-37.46482709
-7.13353436	-36.95453312
-5.89386072	-36.83848060
-5.78049465	-37.37449368
-5.81514274	-37.15411474
-6.30961955	-37.41415197
-5.96038877	-36.51178404
-6.86224249	-37.54173638
-6.22166900	-37.48723295
-6.65441774	-37.10466569
-5.88964536	-37.28523791
-5.93338131	-36.82917855
-6.55657520	-36.69831823
-5.99068276	-36.25449733
-6.97066240	-36.92263816
-5.65296368	-36.82523299
-6.87299066	-37.52911934
-5.64964063	-36.53984382
-7.20482116	-37.10485398
-6.42041048	-37.63872930
-7.10052965	-37.20665138
-7.06998733	-37.19513278
-6.00995276	-36.10258245
-6.31747986	-36.73749367
-7.10705769	-37.28791454
-5.86277411	-37.60116169
-5.86622810	-37.66908394
-6.56305313	-37.71596775
-6.41089941	-37.40988342
-5.71259940	-36.58273059
-6.08355455	-36.93861299
-6.54091941	-36.55248090
-5.91494900	-36.95254467
-5.53281036	-36.21205108
-6.74662205	-36.66660033
-6.14817085	-36.18181956
-6.55492514	-37.16784802
-6.07512993	-36.42581903
-5.97442212	-37.31971949
-6.27637341	-37.56281336
-5.70620520	-36.70022931
-6.44914952	-37.28069272
-6.78026631	-37.30506859
-6.39404535	-36.35566967
-7.20822736	-36.85942923
-6.86783355	-37.33653350
-6.62916528	-36.82202946
-6.57428451	-37.31188080
-5.69324361	-37.15962791
-5.63435438	-37.25021421
-6.74972301	-37.15842711
-6.67806130	-37.15572847
-5.82560125	-36.24620794
-6.06264090	-36.27432172
-6.61739087	-36.96454343
-6.90919073	-36.85465692
-6.24867321	-36.24894238
-5.73856230	-36.78548238
-5.59671534	-37.06201072
-6.51522160	-37.20339624
-6.24855255	-36.27583225
-7.15023977	-36.63781891
-6.33335136	-37.55337502
-6.96534574	-37.06434501
-6.81519140	-36.60045426
-6.82390379	-37.16670327
-6.79984535	-37.02498960
-6.38477498	-36.75506018
-6.83777592	-36.55096033
-6.17422265	-36.97958580
-6.82788095	-36.72606430
-5.95955764	-36.48449005
-6.40790327	-36.47244981
-6.28341682	-37.71709474
-6.43905365	-36.16748779
-6.33173459	-37.45568624
-6.11285079	-37.04612199
-7.08650404	-36.98413057
-6.94216813	-37.51032094
-6.28935063	-36.12853088
-7.17446157	-37.15382705
-6.73590245	-37.03791523
-6.03413598	-37.57547409
-6.44916978	-37.36581237
-6.96482621	-36.72166050
-5.86594468	-37.67152703
-6.17094061	-37.78815635
-5.73645693	-36.88914342
-5.92074824	-37.34013639
-6.61207714	-37.02660426
-5.76561305	-37.38267092
-6.81913833	-36.31976829
-6.33054580	-36.91851874
-7.10153473	-36.88982077
-6.70052612	-37.28635225
-6.52203630	-36.87963119
-6.88092572	-36.33079415
-7.11595965	-37.27731777
-6.85199936	-37.16889306
-6.46035939	-36.29310218
-6.98567354	-37.38524785
-5.74895097	-37.03149102
-5.75355871	-36.26035118
-6.54031838	-36.80598424
-5.36016200	-36.22203419
-5.77156133	-36.24644712
-6.73891538	-36.60617691
-7.20357918	-36.86567187
-6.66443077	-36.56558470
-7.05743949	-37.26711975
-6.41895974	-37.54087241
-6.91357463	-36.52298385
-6.86929783	-36.96389402
-6.89343464	-36.65112209
-5.96815397	-37.58886651
-5.81523870	-36.98762325
-7.04107619	-37.11740909
-6.23337073	-36.63302187
-5.72333962	-36.83260444
-6.37568691	-37.13947862
-5.63890963	-37.21356266
-5.91547113	-36.28157773
-6.79356321	-37.66522605
-5.85550067	-36.87645669
-6.15848977	-37.16561476
-6.34351542	-37.09716698
-7.22338887	-36.95833741
-5.45398194	-36.91002333
-5.86461692	-37.26090997
-5.74009632	-37.28481350
-6.05817908	-37.63792189
-6.65374331	-36.21923905
-5.72511573	-36.42801179
-5.78912712	-37.38919464
-6.61789099	-36.39797266
-5.98819403	-37.35503995
-6.77502999	-36.95831673
-6.45468133	-36.06354888
-6.33659273	-36.94612573
-5.43663941	-36.89154724
-6.67387900	-36.15124937
-6.54845514	-36.72635901
-6.87375082	-36.91158590
-6.77411639	-36.59824034
-6.00633214	-37.21568390
-6.62704727	-37.00258789
-5.83299390	-36.43139675
-7.07540643	-37.27474105
-6.72621670	-37.26779486
-6.63045296	-37.51690726
-6.68758792	-37.12149502
-6.90766553	-36.68039570
-6.49906916	-37.36669811
-6.90341314	-37.16586863
-6.56504312	-37.08120182
-5.68979555	-36.76294561
-6.64652281	-37.31313352
-5.77936791	-36.19222398
-6.42208283	-36.41554445
-6.81085138	-37.30205743
-5.49871608	-36.08611691
-6.75540943	-36.15287357
-6.31706351	-37.58330068
-5.87518519	-36.78177761
-6.53934082	-36.56314785
-5.53814072	-36.68175332
-6.67175302	-37.26431979
-6.72319820	-36.64523369
-5.57633088	-35.99824626
-6.11559754	-37.36606337
-7.05441815	-36.94989257
-6.81013845	-37.01003103
-7.14629561	-36.95839159
-6.08710723	-36.62617468
-6.05757061	-36.35950050
-5.92842541	-37.54192271
-6.57226076	-36.34285449
-5.76000084	-36.45996863
-6.92839482	-37.37247118
-5.69417453	-37.25833441
-5.89255831	-37.11005471
-5.68414307	-36.97721580
-5.67612853	-36.61347096
-5.94287511	-37.05504751
-6.01296161	-36.16116864
-6.18973376	-36.33757003
-6.31297734	-36.19867082
-5.61009153	-36.73313995
-6.24524734	-36.91949211
-6.83985632	-36.90734638
-5.53883235	-36.18074045
-6.23973593	-36.52313425
-5.53405694	-36.53123657
-6.71838166	-36.67741491
-5.84115209	-36.87941525
-6.15958263	-37.28206803
-7.01045666	-37.40623055
-6.95113302	-37.28658980
-6.53991580	-36.26289643
-6.66041636	-37.23971854
-5.96406521	-37.31012394
-6.36164990	-36.37245298
-6.22646586	-36.89603910
-6.56238912	-37.32738300
-5.58181081	-36.76769560
-5.53045654	-36.94625942
-6.47998157	-37.14305169
-7.02820493	-37.14447978
-6.89628083	-36.23765822
-6.27217303	-36.03636696
-5.85531553	-37.49878438
-6.89181203	-36.39362598
-5.97654778	-36.34545632
-6.86103178	-37.49083075
-6.90291497	-37.29917102
-5.76710324	-36.41448281
-5.50630756	-36.62124228
-5.95376993	-37.64457911
-6.27680246	-36.57929630
-6.19241400	-37.30085715
-5.97054613	-36.23159574
-7.14586464	-37.17435228
-7.02124454	-36.78272956
-5.69629493	-37.18042918
-6.84593295	-36.89884381
-5.62403875	-37.29974805
-6.01758861	-36.24981167
-6.34927711	-37.75386046
-6.48719383	-36.81866157
-6.72781547	-37.54492353
-7.00776614	-36.39861625
-5.92179629	-36.72517530
-6.04130406	-36.95615142
-6.79043901	-37.36652965
-5.67134997	-36.56124382
-6.82066453	-36.53859276
-5.47450798	-36.97962976
-6.86047145	-37.39339862
-6.92612738	-36.50860126
-5.73713725	-36.35247059
-7.19266885	-36.87897573
-6.03345971	-37.70369723
-6.52056646	-36.20079134
-6.78002536	-36.65714313
-6.52274347	-36.62451273
-5.62313983	-37.10437941
-6.37923217	-37.06564899
-6.55200933	-36.41321341
-6.59117680	-37.29454432
-6.83961464	-36.54612331
-6.86819222	-36.77465914
-6.50172744	-37.23105391
-6.02691849	-37.29296918
-6.35365087	-37.04256234
-6.94157747	-37.30963778
-6.06375392	-37.05919265
-5.51673513	-37.14496188
-6.44066371	-37.08826915
-5.63133854	-36.57925025
-5.69019143	-37.44539456
-6.87587826	-37.52137619
-5.71102054	-36.82847399
-6.73477415	-36.27406393
-6.07431236	-37.22092462
-6.55176516	-36.34391459
-5.66252716	-36.39318422
-6.69356471	-36.44738358
-6.13918710	-37.48345630
-6.01067249	-37.45842057
-6.05066433	-36.50037174
-5.57144689	-36.81008403
-6.41520782	-37.31616472
-6.73072140	-37.25566704
-6.28384633	-36.00997703
-6.67783603	-37.22663460
-6.00312104	-36.63889566
-6.24776734	-36.34125539
-6.36096381	-36.35492238
-6.47456264	-37.04144821
-6.03267589	-36.89264766
-6.83733021	-37.31771178
-5.78771405	-37.22965470
-6.14208404	-37.36071799
-6.64066145	-36.18530603
-6.06757433	-37.03540792
-6.62015832	-36.49775975
-6.46406938	-37.12108144
-5.74232258	-36.60447413
-6.34068304	-37.02387453
-5.63645410	-36.17710118
-6.84444215	-37.44816009
-6.71549907	-37.06766487
-6.93039263	-36.86186739
-5.87155330	-36.77498674
-5.90766793	-37.65464300
-5.78714239	-37.25216547
-6.89662332	-36.78294975
-6.05487804	-36.78645401
-6.68545818	-37.00579894
-6.46896957	-37.68028344
-6.50684838	-37.28417497
-5.88919591	-36.56991322
-6.56537846	-37.20791941
-6.88384618	-36.41412452
-6.17286753	-36.15445838
-6.77215351	-36.25460356
-5.61013402	-36.66837679
-6.86844640	-36.87094529
-5.67283430	-36.98482614
-5.97528648	-36.31836504
-6.53004540	-37.38213747
-5.91209015	-36.21351757
-6.34738733	-36.44350434
-7.04615393	-36.87471786
-6.15457406	-36.49438739
-5.79069602	-36.66130987
-5.89180199	-36.90755200
-6.08757340	-36.72057826
-6.95915741	-36.48374016
-5.57667197	-37.22321539
-6.42042109	-37.16081224
-6.27385280	-36.84629896
-5.99418782	-36.44609786
-7.08654342	-37.27706236
-6.11101646	-37.55419878
-5.94603470	-36.57540847
-7.08149425	-36.47816436
-5.68151763	-37.04817290
-6.11292292	-37.01453197
-7.13984958	-36.91074659
-5.51984616	-36.76460362
-6.86727577	-36.31312673
-6.98199556	-36.69849107
-5.86193090	-36.42749495
-6.97388063	-36.77870403
-6.90607396	-36.84929123
-6.27061052	-36.34573269
-6.42346276	-36.97166039
-6.65318395	-36.58130630
-6.36376436	-36.43514873
-5.82705339	-36.62023540
-6.05921784	-36.09873588
-5.56239195	-36.94825079
-6.60696664	-36.29081836
-6.57641248	-37.21870166
-6.24237134	-37.32765309
-6.22336131	-37.20450411
-5.53172781	-37.02537402
-5.56111066	-37.23038513
-6.36339404	-36.61550131
-6.88948218	-36.42503350
-6.18672476	-37.26150989
-5.91138302	-37.01751016
-6.10243343	-37.13287961
-6.25172677	-37.00214822
-6.65387445	-37.54274167
-6.93742786	-36.99369175
-7.06850064	-36.39926707
-6.87617290	-36.85160238
-5.74599807	-36.55155464
-7.03077361	-37.45118410
-6.79697439	-37.06921077
-6.83454729	-36.42782740
-6.49852062	-36.68944473
-5.79994461	-36.30597130
-6.10116774	-36.47633860
-7.11148401	-36.79254714
-6.46984050	-36.30545585
-6.04904194	-37.00496539
-5.99588804	-36.88238133
-7.07839059	-37.12795014
-7.08629238	-36.70094796
-6.60655450	-36.64073263
-6.68307911	-37.53021566
-6.48887792	-37.43622494
-6.23949422	-37.26074225
-6.19576932	-36.12024230
-5.74425333	-37.05281746
-6.05156481	-36.30463687
-6.90726156	-36.60273839
-6.99243065	-36.41768236
-6.39252586	-36.78103850
-5.96376684	-37.43647384
-6.29512821	-37.77784052
-6.51303421	-36.80052188
-5.63497854	-36.18982539
-6.56479664	-36.51597551
-6.84423249	-37.19872996
-6.43856082	-36.52619875
-5.74458882	-37.25289272
-6.21680936	-37.00566146
-6.26601505	-37.76186946
-6.90995020	-37.46717148
-7.09068000	-36.59497309
-5.76824879	-37.06676678
-6.04866393	-36.74889236
-5.52969802	-37.18279537
-7.03849870	-36.87559874
-6.08481699	-37.41144900
-6.51966236	-36.04783786
-6.85539622	-36.43665951
-6.24761755	-37.32446903
-5.58366542	-37.36883991
-6.91517008	-36.74329607
-6.39856738	-36.89119788
-6.38528248	-37.13522952
-6.55960831	-37.15898127
-6.82689855	-36.50461161
-6.66069290	-36.49154047
-6.33543688	-37.20514225
-6.26102980	-37.79846680
-6.44285961	-37.78839334
-5.68068675	-36.86375621
-6.29530673	-37.05510844
-6.06454703	-36.43156247
-6.09790749	-36.23773386
-5.68203738	-36.61680774
-5.81300745	-37.36668658
-6.17464389	-37.72240006
-6.52207593	-36.86534540
-6.90912050	-36.77333479
-6.69629746	-36.28364321
-6.60071837	-37.66719594
-6.72129257	-37.57025855
-6.04201164	-37.45900836
-6.73826193	-36.35737152
-6.07531200	-36.65708156
-5.50313125	-37.08395367
-6.79068745	-37.62578046
-6.12054622	-37.29695865
-6.13904986	-36.29024161
-6.75298642	-36.57545913
-6.72239720	-37.06939886
-6.81029311	-36.55138872
-6.98130380	-37.45549865
-6.77054811	-36.46412755
-6.25470850	-37.14688850
-5.97439874	-37.23481109
-6.81505323	-36.63242228
-6.88377221	-36.26740939
-7.05937368	-36.66845899
-6.24709741	-37.63357857
-6.91666403	-37.23041335
-5.68094265	-37.05146478
-6.00861064	-36.14034224
-5.75144931	-36.84438731
-6.36476964	-36.89335106
-6.56164750	-36.59696084
-6.62801547	-36.92733559
-6.10340850	-37.21785352
-5.55753791	-36.53396830
-6.11997594	-36.96727584
-6.79853018	-37.58789605
-6.75726072	-36.31474585
-6.44109062	-37.15327716
-6.12920888	-36.48011279
-5.81993700	-36.55617859
-7.03104022	-36.43168776
-5.66034987	-37.32160889
-6.97715018	-36.77701680
-6.46472467	-37.41775363
-6.14992054	-37.19784477
-7.15998184	-37.22119559
-5.76436143	-37.53829578
-5.88525988	-36.17430401
-6.15843135	-36.20155928
-5.85078087	-36.14035923
-6.29055138	-36.47637299
-5.83349298	-37.02508426
-5.72819515	-36.26363599
-5.58751062	-37.23736639
-5.45467247	-37.04322489
-6.02109328	-37.47592195
-6.42583955	-36.26348620
-6.94751469	-36.50357893
-6.75977495	-36.48821657
-5.76254085	-37.28510183
-6.62205082	-36.55173223
-7.18796285	-36.94861631
-6.33681699	-36.99277593
-6.20183530	-37.47236501
-6.22370790	-37.14348230
-6.27967676	-36.24366031
-6.70012886	-36.95402269
-5.83067330	-36.81705634
-7.04962218	-36.52245781
-6.47999077	-36.21513175
-5.89167021	-36.67060203
-7.08141426	-37.13271834
-6.91457629	-36.40067490
-6.00500563	-36.59446499
-6.61391930	-37.28909752
-6.03659750	-37.32333875
-6.09306552	-37.70848542
-5.57269410	-37.28129402
-6.58825827	-37.01625182
-6.06128137	-36.60707390
-7.14105184	-36.68236759
-5.89911370	-36.32139478
-6.26830620	-37.30557221
-6.32661066	-36.49424574
-6.78312163	-36.70510857
-6.03286634	-37.58730182
-6.61879253	-37.31348826
-5.63794956	-37.36445264
-6.40403449	-37.17257736
-5.68627072	-37.02868017
-5.77081239	-37.55936002
-6.27448760	-37.10795349
-6.62998962	-37.41960094
-6.47474131	-37.06397875
-7.00860172	-36.74061462
-6.35303539	-36.12702980
-6.80330542	-36.89720800
-6.18013908	-36.94787158
-6.69767737	-37.16897057
-6.12805638	-37.51559430
-6.16883716	-36.68031570
-6.64568826	-37.36982497
-5.86368105	-36.90936730
-6.07947055	-36.34506223
-6.14114608	-36.47695355
-5.83251732	-37.56361270
-5.61100960	-37.24808376
-5.87965157	-37.62419559
-6.22373482	-37.18711478
-6.22009598	-37.03718961
-6.73605520	-36.26805043
-6.13924570	-37.35807488
-6.20727420	-36.12525594
-5.66092451	-36.46498586
-5.88873934	-37.06147384
-5.70721184	-37.18419836
-5.61678610	-37.00551797
-7.13278895	-37.18209420
-6.87429758	-36.48936913
-6.64238346	-37.43084165
-6.75056195	-36.99164739
-5.95924378	-37.59077559
-5.46664387	-36.82548359
-6.63084689	-36.39729263
-6.44404640	-37.15820500
-5.72933190	-37.00201051
-6.05261499	-37.39213185
-5.72113869	-37.54128586
-6.27884736	-36.26191694
-5.84167005	-36.89616425
-6.95776724	-37.29388532
-6.55030716	-36.38115209
-6.55388537	-37.76760579
-6.22550147	-36.32462782
-6.80973898	-37.54188812
-6.50257394	-36.06801355
-5.85510277	-36.87027724
-6.17125397	-36.72897532
-6.18515027	-37.48258150
-5.87192794	-37.08947095
-6.86030169	-37.50663288
-6.79719822	-36.35123473
-7.03623933	-37.23620359
-5.47720559	-36.76668969
-5.87689734	-37.56688378
-6.39052379	-37.58628416
-6.46361611	-37.61272649
-5.96709301	-36.92878908
-6.60645669	-37.32894740
-6.78538842	-37.11769525
-5.77630438	-36.78099146
-5.53312367	-36.86295220
-6.09090990	-37.52343347
-5.39635693	-36.09314885
-6.26764445	-37.64014229
-5.80823405	-36.58986897
-5.92507763	-37.22706005
-6.43436457	-36.26765173
-6.54746831	-36.35556763
-5.45086385	-36.80029195
-6.10693614	-37.23113939
-6.27125855	-36.94568423
-6.63917702	-37.11075688
-6.49855803	-37.33907192
-7.12906671	-36.86442439
-5.83815072	-36.57062447
-6.98026904	-36.32962602
-6.89009344	-37.39455264
-6.03980040	-36.57576441
-6.14788133	-36.03575520
-6.38901527	-37.48216289
-6.68942657	-37.19845094
-6.42842022	-36.12165711
-5.69478676	-36.42873009
-6.30973257	-37.51989271
-5.55665452	-36.71099418
-6.78931650	-36.36667060
-5.61708387	-36.90877190
-7.01233358	-36.36152939
-5.70080138	-37.51342660
-6.65525794	-37.36878755
-6.42020219	-37.25161384
-6.11338974	-36.45576651
-6.14339238	-36.17685593
-6.86450554	-37.04704120
-6.47107530	-36.08317222
-6.22831953	-37.65040228
-6.76474567	-37.65919694
-5.78534816	-37.25135451
-5.99662248	-36.96918422
-6.09438461	-36.60538506
-5.77456575	-37.57191749
-6.54880391	-36.24640877
-6.65125487	-36.62172609
-5.76754063	-36.98357097
-5.83765077	-36.67101936
-6.20795410	-37.12691325
-5.95765932	-36.79042803
-6.56757157	-36.69340883
-6.61076309	-36.88193656
-6.39914131	-36.79641674
-5.98079757	-36.21708466
-6.08413236	-37.51575775
-6.26326754	-36.72727210
-6.38720994	-36.08878792
-6.08947864	-36.40699973
-6.35210154	-37.31339739
-6.91649244	-37.27420555
-6.33401191	-36.70296297
-7.09847033	-36.57341283
-6.84711278	-36.41510818
-6.30229236	-36.33104033
-5.82535724	-36.98108607
-5.75328778	-36.45400603
-6.09757295	-36.10471539
-6.23458068	-37.55988735
-6.64616300	-36.08491912
-6.36230776	-36.83846208
-6.27354522	-36.31911204
-7.19653840	-37.13020624
-6.82970655	-36.64610360
-5.95507057	-36.93324677
-7.06250527	-37.15359162
-5.93051633	-37.40545807
-6.38890951	-36.95047726
-6.35721485	-36.13938091
-6.05837490	-36.21296374
-6.48264490	-36.41396280
-6.96274707	-36.73708059
-6.14950953	-37.11314277
-6.47405835	-37.59193246
-6.60300633	-36.69510422
-6.19117301	-37.41528361
-5.70899314	-36.55642461
-6.71311307	-37.71759129
-6.79116367	-36.38927909
-5.78758231	-37.04423052
-6.32267740	-36.38078881
-5.99063163	-37.68405499
-5.87055307	-36.28900905
-6.71230034	-36.33480565
-5.57796394	-36.36742242
-6.24462014	-36.69714973
-5.71088155	-37.53622245
-6.62935568	-36.79611067
-6.08580564	-37.63614057
-6.24508479	-36.51081191
-5.96044668	-36.50051885
-6.04420718	-37.28340252
-5.94799593	-37.56863780
-6.39202196	-36.53714734
-7.08949793	-37.01306151
-6.28848853	-36.16188791
-6.83520156	-36.99722436
-6.27152288	-37.32477414
-7.02278465	-36.60449802
-5.88587442	-36.41005693
-6.83132813	-36.58031364
-6.89895997	-37.49261788
-5.92274717	-36.27672938
-5.84317167	-36.98144888
-6.82324278	-36.71010259
-6.49930492	-37.31807012
-6.96838471	-37.46756462
-5.89882809	-36.96065238
-6.76201537	-36.25991692
-5.79098256	-36.22918844
-6.48248207	-37.27445248
-5.64426945	-36.56616448
-6.88589531	-36.44290694
-5.84026142	-36.22680480
-6.65518658	-36.76112805
-6.75852818	-37.11760844
-5.72730390	-36.43638130
-6.41534325	-36.79705883
-5.64576932	-36.64558302
-6.62226290	-36.91155717
-6.60355139	-37.10339011
-6.24818507	-36.40836087
-5.96272254	-36.64622837
-7.04411026	-36.79924102
-5.99270846	-37.25814511
-6.12627463	-37.12772129
-5.37179774	-36.32374417
-6.79883898	-37.06710345
-6.84340125	-37.22660420
-5.52126061	-36.53968464
-6.05731454	-36.57175682
-6.58277387	-37.40954290
-6.50019975	-36.98671314
-6.89522262	-37.31582304
-5.66987160	-37.34950735
-6.47803371	-36.96482123
-6.10798477	-37.44801384
-6.08599266	-36.96775159
-6.57355555	-37.16280166
-6.13009776	-36.77796771
-6.70843732	-37.64455232
-6.27846390	-37.01988289
-6.66678609	-36.82228207
-5.96695181	-36.80229290
-7.09786955	-37.21041143
-5.94965333	-36.87124971
-6.04272494	-37.62866785
-6.77174452	-36.35922319
-6.13020341	-36.45878272
-5.98179321	-37.03720619
-6.39177971	-36.52523087
-6.43195747	-36.54960321
-7.14233552	-36.77597697
-5.77744755	-36.54053071
-5.88446763	-37.56240828
-6.70042208	-37.45506403
-6.82408297	-37.06284800
-6.21258287	-36.56882318
-6.49156232	-36.48685030
-7.03686809	-37.38563182
-6.36042742	-36.88033252
-6.90624893	-36.54922106
-6.48651583	-37.54215778
-6.34376472	-37.13741034
-6.61183732	-36.90816601
-6.98009907	-36.78175930
-6.88249852	-37.41603225
-6.71152272	-36.71149669
-5.75865974	-36.44674061
-5.94605225	-36.81540008
-6.96004819	-36.27460417
-6.20206078	-37.01855000
-5.59369675	-36.56316037
-6.10641212	-37.29319834
-5.62073516	-36.76175682
-6.71492393	-36.47513584
-6.98271293	-37.08937385
-6.56960119	-36.10518096
-5.93768903	-36.17114731
-6.16414019	-36.49773326
-5.46219690	-36.13727088
-6.26096479	-36.54769055
-5.57979074	-37.24321696
-5.94653779	-37.40767887
-6.60817412	-36.15147501
-6.43446744	-36.52220093
-6.86470608	-37.03148208
-5.87176024	-37.43330349
-5.84325295	-37.21609658
-6.61525112	-36.21705502
-6.06987362	-36.53917364
-5.75550021	-36.22057312
-6.04298375	-36.11277418
-6.51142213	-37.21324340
-6.58152707	-36.64039316
-6.36288184	-36.88584960
-5.70476863	-36.38538934
-6.24561737	-37.56718576
-5.65856841	-36.37695596
-6.64416318	-37.40237673
-5.61359910	-36.83724689
-5.94866751	-37.44099133
-6.15791544	-37.64843557
-6.47759324	-37.54969780
-6.45573928	-36.14955256
-6.55149401	-36.32829486
-6.27363675	-37.00238747
-6.64437457	-36.37498371
-5.70791478	-36.51386095
-6.91783102	-37.34831720
-5.95377080	-37.31632222
-6.02974449	-37.22697673
-6.12871301	-36.90802620
-5.64695735	-36.85023180
-7.02445983	-36.83493655
-5.57672663	-37.30426309
-6.84841513	-37.53772997
-5.87070389	-37.28973594
-6.71935122	-36.61976237
-6.67225930	-36.20022112
-5.78961406	-37.45900513
-6.28379822	-36.11709334
-5.74011947	-37.21905404
-6.46188096	-36.38019509
-6.92236874	-37.36841564
-6.40158353	-36.88385263
-6.52815061	-36.28098985
-6.51219534	-36.51352943
-6.36691027	-36.08081620
-6.29235513	-37.20154025
-6.71109558	-37.01926183
-5.96957490	-37.70085149
-5.68211936	-37.03789380
-5.97476091	-37.61596871
-5.73556938	-36.73774204
-6.35313146	-37.73803125
-6.44344127	-37.14555924
-5.93542742	-36.77100088
-6.91635719	-36.92043609
-6.69375963	-37.58623671
-5.84116695	-36.62614153
-6.87630260	-37.18464343
-5.90087649	-37.02007445
-6.86553089	-36.68495595
-5.91932265	-36.88962166
-6.41511249	-37.20369745
-5.98161829	-36.92841719
-6.69675199	-36.43550526
-7.11822604	-36.53978370
-6.66954000	-36.44210555
-5.61255018	-36.53059822
-7.11860300	-37.29898439
-7.14710044	-37.18920096
-5.98031761	-37.23644078
-5.52928136	-36.59924171
-5.78658862	-36.58662966
-6.82626043	-36.21519433
-5.96712258	-36.85266026
-6.80431555	-36.56787840
-7.01787890	-36.52507233
-6.95855292	-36.58166391
-6.61613459	-37.31461573
-6.46203992	-36.38635523
-7.13162428	-36.56433875
-6.38424458	-36.18338853
-6.66025014	-37.54670028
-6.16382961	-36.64792666
-6.72814384	-37.08635596
-5.80495127	-36.75461869
-6.68466696	-36.76515653
-6.89975010	-37.06587421
-7.00171591	-37.33052551
-6.32023658	-36.07061840
-6.65958215	-37.17342379
-5.86574836	-37.20181393
-5.83114316	-36.39981946
-5.96629518	-37.16205295
-7.11480177	-36.88690845
-6.32422885	-37.79069963
-6.88024438	-37.39198659
-5.72974754	-37.21584752
-6.61946138	-37.39367436
-5.68781652	-36.00158433
-6.62290760	-36.23548445
-6.49337586	-37.05352491
-6.37641978	-37.28774187
-6.77404790	-36.77701919
-5.54216856	-36.07307797
-5.90151198	-37.64958614
-6.44790080	-36.46148671
-5.86879399	-36.39963136
-6.28205463	-37.51148885
-6.98582938	-36.61394794
-6.53897267	-37.51115828
-6.44526568	-37.12703402
-5.80844966	-36.61701495
-5.91335099	-37.08490671
-5.94522113	-36.30774953
-6.02790873	-36.49396175
-6.48715397	-36.79232379
-6.36657392	-36.46965886
-6.41504456	-37.17876415
-5.79706947	-37.18110667
-6.65133129	-36.84201151
-6.62877394	-37.31589360
-6.54043346	-36.87561665
-6.99986928	-37.20333412
-6.45096468	-37.64323754
-6.57365272	-36.89850388
-5.51388844	-36.73645697
-6.35354923	-36.53192456
-6.51829507	-36.37006003
-6.35656855	-36.26206399
-6.06094838	-37.52441845
-6.69102422	-37.47677963
-6.62047772	-36.64708892
-6.54208783	-36.61917230
-6.38772141	-36.11844675
-6.77917212	-36.40595035
-6.70453240	-36.87144177
-6.51023889	-36.17484175
-5.65761503	-36.50822610
-5.94240998	-36.65084597
-6.65390190	-37.05498092
-6.85612647	-37.18094371
-5.69517064	-37.43990602
-5.70514070	-36.27461451
-5.87438036	-36.92789952
-6.51749702	-37.35806776
-6.32377263	-36.13728751
-6.51075510	-37.13731927
-5.79996934	-36.87106897
-5.56189311	-36.55140762
-7.14889756	-36.64105290
-5.52284227	-36.41894769
-5.73869872	-36.77836770
-6.49216471	-37.09956337
-6.46458484	-37.02748000
-5.54254153	-37.32941314
-7.03954762	-36.80687649
-6.10806951	-36.90615946
-6.50223492	-37.10324894
-5.69420359	-37.17146279
-5.85419862	-37.40126559
-6.93466595	-37.43395352
-7.09005506	-36.78324079
-6.40953022	-37.52172730
-5.82658575	-36.43325673
-6.74661449	-37.39115293
-6.70440926	-36.45828787
-5.48243630	-36.84491858
